id,IP_address,timestamp,request_method,url,status_code,response_size
25,57.179.44.69,2024-06-19 23:09:22,GET,/products.html?session_id=ghi789&product_id=783&user_id=239 HTTP/1.1,500,4292
26,86.144.221.240,2024-06-25 19:18:22,POST,/contact.html?category=toys&category=fashion&category=home HTTP/1.1,404,3854
27,127.132.184.75,2024-06-22 21:17:22,DELETE,/login?user_id=465&product_id=648 HTTP/1.1,302,404
28,127.132.184.75,2024-06-22 21:17:22,DELETE,/login?user_id=465&product_id=648 HTTP/1.1,302,404
29,244.113.20.63,2024-06-24 02:50:22,GET,/services.html?category=home&user_id=706 HTTP/1.1,404,4228
30,240.57.228.32,2024-06-23 02:52:22,POST,/signup?category=home&user_id=793 HTTP/1.1,200,2810
31,190.111.164.7,2024-06-23 02:10:22,POST,/index.html?session_id=ghi789&product_id=711&user_id=368 HTTP/1.1,301,322
32,127.132.184.75,2024-06-24 23:25:22,DELETE,/signup?product_id=972&user_id=314 HTTP/1.1,301,2444
33,153.6.128.136,2024-06-21 13:17:22,GET,/products.html?product_id=89 HTTP/1.1,200,2287
34,86.144.221.240,2024-06-22 01:28:22,POST,/faq.html?product_id=750&product_id=647&session_id=ghi789 HTTP/1.1,404,2572
35,95.191.225.234,2024-06-23 10:38:22,DELETE,/about.html?category=fashion&user_id=809 HTTP/1.1,302,3981
36,196.224.137.79,2024-06-25 19:20:22,GET,/index.html?session_id=abc123 HTTP/1.1,301,1974
37,127.132.184.75,2024-06-22 12:22:22,POST,/index.html?product_id=822&category=toys&category=fashion HTTP/1.1,200,4732
38,95.191.225.234,2024-06-21 01:31:22,PUT,/login?product_id=644 HTTP/1.1,200,2810
39,55.192.232.116,2024-06-24 03:42:22,GET,/about.html?category=books&session_id=jkl012 HTTP/1.1,500,404
40,160.229.223.17,2024-06-23 03:07:22,POST,/services.html?product_id=645 HTTP/1.1,301,2810
41,158.20.204.46,2024-06-23 04:56:22,POST,/contact.html?user_id=1&category=toys HTTP/1.1,404,279
42,86.238.237.49,2024-06-20 19:11:22,POST,/login?user_id=786&session_id=abc123 HTTP/1.1,302,3508
43,158.20.204.46,2024-06-24 01:54:22,PUT,/index.html?product_id=576 HTTP/1.1,301,3515
44,158.20.204.46,2024-06-24 01:54:22,PUT,/index.html?product_id=576 HTTP/1.1,301,3515
45,226.49.186.58,2024-06-20 21:15:22,PUT,/login?category=books&category=fashion HTTP/1.1,404,4267
46,248.187.87.40,2024-06-22 21:11:22,GET,/signup?product_id=605 HTTP/1.1,404,404
47,20.15.123.111,2024-06-25 22:16:22,DELETE,/contact.html?product_id=347 HTTP/1.1,302,629
48,35.239.32.150,2024-06-24 03:22:22,POST,/contact.html?category=books&category=home&product_id=651 HTTP/1.1,200,734
49,89.222.139.151,2024-06-24 23:23:22,DELETE,/services.html?session_id=mno345 HTTP/1.1,500,1725
50,86.238.237.49,2024-06-20 02:02:22,GET,/faq.html?session_id=mno345&category=home HTTP/1.1,200,847
51,55.192.232.116,2024-06-25 02:12:22,GET,/signup?category=books&product_id=964&product_id=290 HTTP/1.1,404,629
52,190.111.164.7,2024-06-21 04:06:22,PUT,/services.html?user_id=296&session_id=mno345 HTTP/1.1,302,2971
53,86.238.237.49,2024-06-25 20:22:22,POST,/services.html?user_id=317&category=electronics HTTP/1.1,200,1635
54,15.189.100.115,2024-06-24 18:38:22,GET,/signup?user_id=176&user_id=364&session_id=mno345 HTTP/1.1,404,847
55,190.111.164.7,2024-06-22 01:14:22,PUT,/about.html?product_id=286&category=books&product_id=235 HTTP/1.1,200,3981
56,93.228.77.196,2024-06-25 08:09:22,PUT,/services.html?product_id=728&category=electronics HTTP/1.1,200,2971
57,196.224.137.79,2024-06-20 23:25:22,DELETE,/faq.html?user_id=663&product_id=320&user_id=138 HTTP/1.1,200,322
58,13.224.24.185,2024-06-25 07:43:22,DELETE,/contact.html?product_id=91 HTTP/1.1,301,2120
59,75.108.179.75,2024-06-20 17:35:22,PUT,/about.html?session_id=jkl012&session_id=ghi789 HTTP/1.1,200,279
60,75.108.179.75,2024-06-20 17:35:22,PUT,/about.html?session_id=jkl012&session_id=ghi789 HTTP/1.1,200,279
61,224.15.134.151,2024-06-23 02:35:22,GET,/contact.html?user_id=833 HTTP/1.1,404,2320
62,190.111.164.7,2024-06-20 19:21:22,GET,/about.html?category=fashion HTTP/1.1,200,2120
63,127.132.184.75,2024-06-22 04:48:22,GET,/login?product_id=696 HTTP/1.1,302,141
64,238.189.173.32,2024-06-21 17:07:22,DELETE,/products.html?category=fashion HTTP/1.1,500,3508
65,15.89.35.67,2024-06-25 05:22:22,DELETE,/services.html?product_id=784&category=books HTTP/1.1,404,4228
66,134.207.168.109,2024-06-22 20:13:22,POST,/index.html?product_id=212 HTTP/1.1,200,3217
67,72.81.114.166,2024-06-20 23:14:22,PUT,/products.html?session_id=jkl012&product_id=96 HTTP/1.1,500,3508
68,186.137.74.198,2024-06-20 00:54:22,PUT,/services.html?user_id=130&user_id=436&category=electronics HTTP/1.1,200,2963
69,186.137.74.198,2024-06-20 00:54:22,PUT,/services.html?user_id=130&user_id=436&category=electronics HTTP/1.1,200,2963
70,141.199.38.146,2024-06-25 05:11:22,DELETE,/contact.html?category=electronics&product_id=232&session_id=ghi789 HTTP/1.1,302,2810
71,129.173.76.59,2024-06-21 22:07:22,GET,/about.html?product_id=346&user_id=219&product_id=813 HTTP/1.1,404,1110
72,244.113.20.63,2024-06-25 21:39:22,POST,/contact.html?category=electronics&category=fashion&user_id=90 HTTP/1.1,404,141
73,129.173.76.59,2024-06-21 04:30:22,PUT,/about.html?user_id=130 HTTP/1.1,301,1974
74,240.57.228.32,2024-06-26 08:23:22,POST,/about.html?category=books&user_id=177 HTTP/1.1,200,279
75,13.224.24.185,2024-06-22 20:49:22,GET,/services.html?session_id=jkl012&user_id=370 HTTP/1.1,500,354
76,160.229.223.17,2024-06-26 06:03:22,PUT,/contact.html?product_id=98 HTTP/1.1,404,4228
77,167.53.66.101,2024-06-24 12:54:22,POST,/login?session_id=abc123 HTTP/1.1,200,302
78,63.113.225.225,2024-06-20 20:04:22,POST,/login?product_id=617&user_id=985&product_id=468 HTTP/1.1,302,1725
79,151.80.55.55,2024-06-23 03:57:22,DELETE,/contact.html?product_id=174&session_id=ghi789&session_id=abc123 HTTP/1.1,302,1635
80,20.15.123.111,2024-06-23 02:47:22,POST,/index.html?product_id=871&category=fashion HTTP/1.1,200,322
81,244.113.20.63,2024-06-26 15:56:22,DELETE,/contact.html?session_id=ghi789&category=fashion&category=toys HTTP/1.1,500,4060
82,75.108.179.75,2024-06-24 03:52:22,DELETE,/login?category=fashion&category=home&user_id=775 HTTP/1.1,200,2831
83,86.144.221.240,2024-06-25 22:46:22,DELETE,/faq.html?user_id=282 HTTP/1.1,301,2444
84,72.81.114.166,2024-06-25 02:23:22,GET,/services.html?product_id=503&user_id=897 HTTP/1.1,301,302
85,72.99.191.184,2024-06-23 09:07:22,DELETE,/contact.html?category=toys HTTP/1.1,500,4732
86,167.53.66.101,2024-06-22 21:12:22,DELETE,/products.html?user_id=240&product_id=723 HTTP/1.1,200,1974
87,93.228.77.196,2024-06-25 10:40:22,PUT,/login?category=electronics&category=toys&category=fashion HTTP/1.1,500,141
88,72.81.114.166,2024-06-24 07:08:22,GET,/products.html?product_id=233 HTTP/1.1,500,2120
89,72.81.114.166,2024-06-24 07:08:22,GET,/products.html?product_id=233 HTTP/1.1,500,2120
90,186.137.74.198,2024-06-20 20:37:22,POST,/products.html?user_id=826&user_id=708&category=books HTTP/1.1,301,4060
91,226.49.186.58,2024-06-22 18:49:22,POST,/faq.html?product_id=611&product_id=836 HTTP/1.1,500,302
92,226.49.186.58,2024-06-22 18:49:22,POST,/faq.html?product_id=611&product_id=836 HTTP/1.1,500,302
93,153.1.47.251,2024-06-25 03:03:22,DELETE,/products.html?user_id=307&product_id=118&session_id=abc123 HTTP/1.1,301,2598
94,153.1.47.251,2024-06-25 03:03:22,DELETE,/products.html?user_id=307&product_id=118&session_id=abc123 HTTP/1.1,301,2598
95,49.90.99.244,2024-06-22 04:44:22,DELETE,/login?category=home&session_id=abc123 HTTP/1.1,500,4918
96,248.187.87.40,2024-06-23 01:23:22,POST,/login?category=fashion&session_id=abc123&session_id=abc123 HTTP/1.1,500,3144
97,141.199.38.146,2024-06-20 15:25:22,GET,/services.html?user_id=517&category=electronics HTTP/1.1,301,4292
98,127.132.184.75,2024-06-23 13:54:22,GET,/products.html?category=fashion&category=toys HTTP/1.1,302,2971
99,127.132.184.75,2024-06-23 13:54:22,GET,/products.html?category=fashion&category=toys HTTP/1.1,302,2971
100,238.189.173.32,2024-06-24 10:12:22,GET,/login?user_id=258 HTTP/1.1,200,4349
101,62.82.168.113,2024-06-22 02:42:22,GET,/signup?product_id=869 HTTP/1.1,500,4228
102,35.239.32.150,2024-06-22 14:29:22,POST,/index.html?category=home HTTP/1.1,500,2971
103,196.224.137.79,2024-06-20 14:25:22,PUT,/about.html?user_id=185&session_id=jkl012&category=fashion HTTP/1.1,301,2963
104,255.181.37.177,2024-06-22 07:59:22,POST,/services.html?product_id=575&user_id=468 HTTP/1.1,404,629
105,127.132.184.75,2024-06-21 12:40:22,GET,/faq.html?category=fashion&product_id=583&product_id=870 HTTP/1.1,302,3508
106,35.239.32.150,2024-06-26 01:08:22,PUT,/services.html?category=home&session_id=abc123 HTTP/1.1,302,1725
107,160.229.223.17,2024-06-25 03:59:22,GET,/contact.html?user_id=186 HTTP/1.1,200,596
108,160.229.223.17,2024-06-25 03:59:22,GET,/contact.html?user_id=186 HTTP/1.1,200,596
109,89.222.139.151,2024-06-26 15:53:22,GET,/products.html?user_id=426 HTTP/1.1,404,2831
110,250.58.233.174,2024-06-24 02:17:22,GET,/products.html?session_id=abc123&session_id=ghi789&user_id=21 HTTP/1.1,500,2572
111,137.135.249.182,2024-06-20 10:35:22,PUT,/signup?product_id=989 HTTP/1.1,302,708
112,93.228.77.196,2024-06-24 20:53:22,DELETE,/index.html?category=home&category=fashion&product_id=610 HTTP/1.1,404,2120
113,190.111.164.7,2024-06-20 22:56:22,PUT,/services.html?product_id=360&user_id=695 HTTP/1.1,500,708
114,57.179.44.69,2024-06-25 07:47:22,GET,/products.html?user_id=853&session_id=jkl012&category=fashion HTTP/1.1,302,2287
115,90.154.68.175,2024-06-22 23:24:22,DELETE,/services.html?user_id=538&session_id=ghi789 HTTP/1.1,302,2661
116,77.25.133.33,2024-06-23 05:40:22,POST,/index.html?session_id=mno345&product_id=273&user_id=11 HTTP/1.1,500,1110
117,250.58.233.174,2024-06-22 18:34:22,GET,/faq.html?category=electronics&product_id=632 HTTP/1.1,302,4292
118,93.228.77.196,2024-06-22 00:27:22,GET,/login?session_id=jkl012&user_id=366 HTTP/1.1,200,734
119,153.6.128.136,2024-06-22 18:14:22,PUT,/signup?session_id=jkl012&product_id=662 HTTP/1.1,404,382
120,196.224.137.79,2024-06-26 12:43:22,PUT,/login?user_id=355&product_id=404 HTTP/1.1,302,3378
121,153.1.47.251,2024-06-25 19:29:22,DELETE,/contact.html?session_id=ghi789&product_id=348 HTTP/1.1,200,279
122,86.144.221.240,2024-06-24 01:31:22,GET,/products.html?user_id=50&product_id=697&user_id=958 HTTP/1.1,302,279
123,134.207.168.109,2024-06-23 11:22:22,GET,/index.html?user_id=642&product_id=134&user_id=932 HTTP/1.1,500,2444
124,8.249.233.220,2024-06-24 18:41:22,DELETE,/services.html?category=books HTTP/1.1,301,1988
125,8.249.233.220,2024-06-24 18:41:22,DELETE,/services.html?category=books HTTP/1.1,301,1988
126,160.229.223.17,2024-06-25 03:26:22,DELETE,/login?user_id=945 HTTP/1.1,500,734
127,219.108.96.228,2024-06-25 20:16:22,GET,/contact.html?user_id=757 HTTP/1.1,301,3405
128,89.222.139.151,2024-06-26 12:12:22,PUT,/about.html?session_id=jkl012&user_id=431 HTTP/1.1,200,3515
129,35.239.32.150,2024-06-26 02:43:22,DELETE,/products.html?session_id=jkl012&product_id=104 HTTP/1.1,200,2572
130,62.82.168.113,2024-06-25 23:06:22,DELETE,/contact.html?category=fashion&product_id=741 HTTP/1.1,404,1635
131,77.25.133.33,2024-06-22 22:08:22,POST,/about.html?product_id=408 HTTP/1.1,301,3144
132,137.135.249.182,2024-06-21 21:02:22,POST,/contact.html?category=electronics&session_id=jkl012 HTTP/1.1,302,3414
133,137.135.249.182,2024-06-21 21:02:22,POST,/contact.html?category=electronics&session_id=jkl012 HTTP/1.1,302,3414
134,158.20.204.46,2024-06-25 11:38:22,POST,/products.html?category=home&user_id=695&user_id=337 HTTP/1.1,200,1500
135,49.90.99.244,2024-06-23 06:20:22,DELETE,/products.html?user_id=287&category=toys HTTP/1.1,302,3515
136,147.77.212.177,2024-06-21 09:57:22,DELETE,/products.html?user_id=799&session_id=ghi789 HTTP/1.1,404,2963
137,160.229.223.17,2024-06-21 04:34:22,DELETE,/services.html?product_id=729&session_id=def456 HTTP/1.1,500,3414
138,72.99.191.184,2024-06-22 15:51:22,PUT,/signup?session_id=def456 HTTP/1.1,200,2963
139,127.132.184.75,2024-06-19 21:27:22,DELETE,/products.html?session_id=ghi789 HTTP/1.1,500,2053
140,250.58.233.174,2024-06-19 18:59:22,GET,/contact.html?category=books&category=electronics&product_id=137 HTTP/1.1,302,4049
141,35.239.32.150,2024-06-20 13:58:22,DELETE,/login?session_id=ghi789 HTTP/1.1,302,2963
142,240.57.228.32,2024-06-23 20:14:22,DELETE,/index.html?user_id=365&product_id=122&product_id=458 HTTP/1.1,200,596
143,255.181.37.177,2024-06-26 01:29:22,PUT,/login?user_id=995 HTTP/1.1,500,1635
144,13.224.24.185,2024-06-24 09:21:22,POST,/contact.html?product_id=182 HTTP/1.1,301,1110
145,72.81.114.166,2024-06-21 13:30:22,PUT,/index.html?product_id=690&user_id=80&session_id=abc123 HTTP/1.1,500,2572
146,20.15.123.111,2024-06-22 04:54:22,DELETE,/products.html?user_id=11 HTTP/1.1,301,3508
147,240.57.228.32,2024-06-24 02:38:22,PUT,/login?product_id=808&session_id=abc123 HTTP/1.1,301,3144
148,160.229.223.17,2024-06-22 05:50:22,PUT,/index.html?session_id=mno345 HTTP/1.1,302,1635
149,224.15.134.151,2024-06-21 00:21:22,POST,/faq.html?user_id=319&product_id=591&product_id=855 HTTP/1.1,200,1500
150,224.15.134.151,2024-06-21 00:21:22,POST,/faq.html?user_id=319&product_id=591&product_id=855 HTTP/1.1,200,1500
151,95.191.225.234,2024-06-26 05:55:22,GET,/products.html?session_id=def456 HTTP/1.1,301,3144
152,35.239.32.150,2024-06-21 09:18:22,PUT,/index.html?session_id=ghi789&user_id=685 HTTP/1.1,200,3854
153,72.99.191.184,2024-06-25 05:46:22,POST,/products.html?user_id=482&session_id=ghi789&product_id=340 HTTP/1.1,302,2598
154,196.224.137.79,2024-06-26 06:55:22,GET,/about.html?product_id=48&user_id=21 HTTP/1.1,302,596
155,141.199.38.146,2024-06-25 13:27:22,PUT,/faq.html?session_id=ghi789 HTTP/1.1,301,2287
156,240.57.228.32,2024-06-22 22:36:22,POST,/signup?category=electronics HTTP/1.1,302,279
157,240.57.228.32,2024-06-22 22:36:22,POST,/signup?category=electronics HTTP/1.1,302,279
158,167.53.66.101,2024-06-22 08:13:22,PUT,/faq.html?product_id=525&user_id=686 HTTP/1.1,301,382
159,15.89.35.67,2024-06-25 05:40:22,POST,/contact.html?category=home&session_id=mno345&product_id=792 HTTP/1.1,200,2053
160,248.187.87.40,2024-06-24 13:16:22,GET,/faq.html?product_id=689 HTTP/1.1,500,2963
161,248.187.87.40,2024-06-24 13:16:22,GET,/faq.html?product_id=689 HTTP/1.1,500,2963
162,129.173.76.59,2024-06-21 09:01:22,GET,/faq.html?session_id=abc123&session_id=def456 HTTP/1.1,301,354
163,149.43.222.103,2024-06-26 10:32:22,PUT,/about.html?product_id=659&category=home HTTP/1.1,404,2661
164,153.6.128.136,2024-06-24 20:29:22,POST,/index.html?user_id=48&user_id=555&product_id=482 HTTP/1.1,500,3414
165,151.80.55.55,2024-06-25 02:44:22,DELETE,/about.html?category=home HTTP/1.1,302,2661
166,129.173.76.59,2024-06-25 13:52:22,DELETE,/contact.html?category=fashion&session_id=abc123 HTTP/1.1,302,596
167,129.173.76.59,2024-06-25 13:52:22,DELETE,/contact.html?category=fashion&session_id=abc123 HTTP/1.1,302,596
168,147.77.212.177,2024-06-22 18:40:22,PUT,/products.html?product_id=266&product_id=550&user_id=994 HTTP/1.1,301,2444
169,141.199.38.146,2024-06-21 06:32:22,GET,/login?session_id=ghi789&category=electronics&session_id=mno345 HTTP/1.1,500,1988
170,49.90.99.244,2024-06-25 09:03:22,PUT,/contact.html?category=electronics HTTP/1.1,200,1500
171,46.189.5.214,2024-06-22 20:01:22,POST,/signup?product_id=534&category=books HTTP/1.1,200,3405
172,134.207.168.109,2024-06-21 17:48:22,DELETE,/index.html?product_id=629&session_id=abc123&user_id=399 HTTP/1.1,302,708
173,63.113.225.225,2024-06-23 13:02:22,PUT,/about.html?user_id=609 HTTP/1.1,404,2053
174,93.228.77.196,2024-06-24 19:46:22,PUT,/faq.html?product_id=156&user_id=326 HTTP/1.1,301,4732
175,226.49.186.58,2024-06-21 12:23:22,POST,/index.html?product_id=821&user_id=422&session_id=def456 HTTP/1.1,301,2598
176,8.249.233.220,2024-06-20 10:45:22,PUT,/contact.html?product_id=288&category=home&session_id=abc123 HTTP/1.1,302,322
177,15.89.35.67,2024-06-21 08:25:22,POST,/services.html?user_id=570&category=toys&user_id=603 HTTP/1.1,500,3508
178,63.113.225.225,2024-06-21 05:04:22,GET,/faq.html?product_id=948 HTTP/1.1,200,2053
179,127.132.184.75,2024-06-19 18:48:22,GET,/login?product_id=67&session_id=jkl012&user_id=374 HTTP/1.1,404,382
180,101.137.132.71,2024-06-25 05:28:22,PUT,/index.html?category=books HTTP/1.1,404,2287
181,86.238.237.49,2024-06-26 07:21:22,POST,/index.html?category=toys&category=home&user_id=108 HTTP/1.1,500,3515
182,74.240.191.221,2024-06-21 18:16:22,PUT,/services.html?session_id=abc123&product_id=826&product_id=874 HTTP/1.1,200,2517
183,74.240.191.221,2024-06-21 18:16:22,PUT,/services.html?session_id=abc123&product_id=826&product_id=874 HTTP/1.1,200,2517
184,101.137.132.71,2024-06-21 06:41:22,GET,/faq.html?product_id=808&product_id=949&session_id=ghi789 HTTP/1.1,302,3405
185,101.137.132.71,2024-06-21 06:41:22,GET,/faq.html?product_id=808&product_id=949&session_id=ghi789 HTTP/1.1,302,3405
186,224.15.134.151,2024-06-22 03:08:22,PUT,/services.html?category=books HTTP/1.1,301,2517
187,190.111.164.7,2024-06-23 21:09:22,PUT,/products.html?session_id=jkl012&user_id=879 HTTP/1.1,500,4060
188,190.111.164.7,2024-06-23 21:09:22,PUT,/products.html?session_id=jkl012&user_id=879 HTTP/1.1,500,4060
189,186.137.74.198,2024-06-22 01:47:22,POST,/products.html?product_id=931&category=home&user_id=927 HTTP/1.1,200,4349
190,74.240.191.221,2024-06-20 23:53:22,DELETE,/products.html?session_id=jkl012&user_id=435 HTTP/1.1,301,4292
191,74.240.191.221,2024-06-20 23:53:22,DELETE,/products.html?session_id=jkl012&user_id=435 HTTP/1.1,301,4292
192,240.57.228.32,2024-06-25 01:05:22,DELETE,/about.html?product_id=857&category=fashion HTTP/1.1,302,2517
193,57.179.44.69,2024-06-22 05:22:22,PUT,/faq.html?session_id=jkl012&category=books HTTP/1.1,200,1725
194,57.179.44.69,2024-06-22 05:22:22,PUT,/faq.html?session_id=jkl012&category=books HTTP/1.1,200,1725
195,49.90.99.244,2024-06-22 22:55:22,PUT,/services.html?session_id=ghi789&product_id=217 HTTP/1.1,301,4267
196,167.53.66.101,2024-06-20 18:03:22,POST,/contact.html?category=toys HTTP/1.1,404,2661
197,167.53.66.101,2024-06-26 08:21:22,POST,/index.html?user_id=244&product_id=629 HTTP/1.1,404,404
198,75.108.179.75,2024-06-20 15:44:22,POST,/faq.html?product_id=204&category=books&session_id=mno345 HTTP/1.1,302,2120
199,49.90.99.244,2024-06-20 23:05:22,POST,/faq.html?product_id=532&product_id=926&session_id=mno345 HTTP/1.1,301,4349
200,238.189.173.32,2024-06-23 06:41:22,POST,/services.html?user_id=67&category=home HTTP/1.1,404,3432
201,238.189.173.32,2024-06-23 06:41:22,POST,/services.html?user_id=67&category=home HTTP/1.1,404,3432
202,77.25.133.33,2024-06-22 03:29:22,POST,/services.html?category=fashion&user_id=677&user_id=718 HTTP/1.1,302,1635
203,13.224.24.185,2024-06-25 10:35:22,DELETE,/index.html?session_id=ghi789 HTTP/1.1,301,3254
204,13.224.24.185,2024-06-25 10:35:22,DELETE,/index.html?session_id=ghi789 HTTP/1.1,301,3254
205,93.228.77.196,2024-06-24 07:28:22,GET,/faq.html?product_id=125&session_id=abc123 HTTP/1.1,500,3378
206,20.15.123.111,2024-06-23 12:35:22,DELETE,/about.html?session_id=mno345&category=electronics HTTP/1.1,302,629
207,153.1.47.251,2024-06-21 00:10:22,POST,/contact.html?session_id=abc123 HTTP/1.1,500,2287
208,167.53.66.101,2024-06-26 11:05:22,PUT,/faq.html?category=books&category=toys HTTP/1.1,404,1988
209,240.57.228.32,2024-06-22 21:57:22,POST,/products.html?session_id=def456&session_id=mno345&user_id=719 HTTP/1.1,302,3432
210,134.207.168.109,2024-06-25 17:29:22,DELETE,/faq.html?category=home HTTP/1.1,200,596
211,134.207.168.109,2024-06-23 08:36:22,PUT,/about.html?session_id=def456&category=fashion&user_id=779 HTTP/1.1,404,3254
212,134.207.168.109,2024-06-23 08:36:22,PUT,/about.html?session_id=def456&category=fashion&user_id=779 HTTP/1.1,404,3254
213,160.229.223.17,2024-06-21 03:05:22,PUT,/signup?user_id=800&session_id=abc123&user_id=953 HTTP/1.1,302,404
214,255.181.37.177,2024-06-20 15:32:22,PUT,/services.html?product_id=637&category=books HTTP/1.1,200,354
215,255.181.37.177,2024-06-20 15:32:22,PUT,/services.html?product_id=637&category=books HTTP/1.1,200,354
216,188.128.112.159,2024-06-25 15:48:22,POST,/signup?category=electronics&user_id=149&user_id=750 HTTP/1.1,500,2598
217,89.222.139.151,2024-06-22 23:16:22,PUT,/signup?session_id=abc123 HTTP/1.1,302,4292
218,158.20.204.46,2024-06-26 03:42:22,PUT,/login?session_id=abc123&session_id=def456 HTTP/1.1,200,4732
219,158.20.204.46,2024-06-26 03:42:22,PUT,/login?session_id=abc123&session_id=def456 HTTP/1.1,200,4732
220,248.187.87.40,2024-06-21 08:41:22,DELETE,/products.html?category=home HTTP/1.1,404,382
221,95.191.225.234,2024-06-20 17:53:22,POST,/about.html?session_id=def456&category=fashion&category=toys HTTP/1.1,404,3515
222,149.43.222.103,2024-06-25 21:38:22,POST,/signup?session_id=abc123 HTTP/1.1,404,141
223,141.199.38.146,2024-06-23 02:11:22,PUT,/faq.html?user_id=678&session_id=mno345 HTTP/1.1,500,3378
224,15.189.100.115,2024-06-21 11:14:22,PUT,/products.html?category=fashion HTTP/1.1,500,4292
225,151.80.55.55,2024-06-25 23:56:22,GET,/contact.html?product_id=566&session_id=jkl012&session_id=jkl012 HTTP/1.1,500,2963
226,151.80.55.55,2024-06-25 23:56:22,GET,/contact.html?product_id=566&session_id=jkl012&session_id=jkl012 HTTP/1.1,500,2963
227,101.137.132.71,2024-06-22 12:44:22,POST,/contact.html?session_id=ghi789&user_id=650 HTTP/1.1,500,1500
228,74.240.191.221,2024-06-26 11:49:22,DELETE,/services.html?category=toys&user_id=927 HTTP/1.1,500,1974
229,77.25.133.33,2024-06-23 04:45:22,PUT,/services.html?product_id=716 HTTP/1.1,404,1988
230,77.25.133.33,2024-06-23 04:45:22,PUT,/services.html?product_id=716 HTTP/1.1,404,1988
231,151.80.55.55,2024-06-23 00:00:22,POST,/about.html?category=fashion HTTP/1.1,200,2831
232,244.113.20.63,2024-06-22 12:45:22,DELETE,/index.html?user_id=614&product_id=642&user_id=396 HTTP/1.1,302,2810
233,46.189.5.214,2024-06-22 21:58:22,DELETE,/services.html?category=electronics HTTP/1.1,302,708
234,13.224.24.185,2024-06-21 12:52:22,POST,/faq.html?product_id=159 HTTP/1.1,302,404
235,35.239.32.150,2024-06-21 10:06:22,DELETE,/contact.html?product_id=39&user_id=943&session_id=ghi789 HTTP/1.1,404,734
236,141.199.38.146,2024-06-25 15:18:22,PUT,/login?user_id=784&user_id=904 HTTP/1.1,301,2598
237,101.137.132.71,2024-06-24 11:12:22,GET,/contact.html?user_id=949&category=toys HTTP/1.1,500,2053
238,153.1.47.251,2024-06-20 12:39:22,DELETE,/faq.html?session_id=abc123 HTTP/1.1,500,3854
239,250.58.233.174,2024-06-23 16:57:22,GET,/contact.html?category=toys HTTP/1.1,500,4292
240,134.207.168.109,2024-06-23 19:10:22,POST,/login?session_id=ghi789 HTTP/1.1,301,279
